,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,2479,3508,-1.0,
1,2,1,1,0,0,0,113,67,1603,32,-1.0,
2,3,1,1,1,0,0,113,67,1603,32,-1.0,
3,4,1,1,1,1,0,113,67,1603,32,-1.0,
4,5,1,1,1,1,1,113,67,160,26,89.218048,11/30/2018
5,5,1,1,1,1,2,1055,68,84,25,92.238411,Gmail
6,5,1,1,1,1,3,1151,82,9,3,91.174606,-
7,5,1,1,1,1,4,1171,68,67,25,91.874916,Your
8,5,1,1,1,1,5,1248,68,132,31,92.42186,Saturday
9,5,1,1,1,1,6,1391,68,117,31,91.66449,morning
10,5,1,1,1,1,7,1520,68,44,31,92.437737,trip
11,5,1,1,1,1,8,1575,68,57,24,93.065971,with
12,5,1,1,1,1,9,1646,68,70,25,92.87236,Uber
13,2,1,2,0,0,0,145,188,2191,100,-1.0,
14,3,1,2,1,0,0,145,188,2191,100,-1.0,
15,4,1,2,1,1,0,145,188,2191,100,-1.0,
16,5,1,2,1,1,1,145,188,130,100,76.686752,™i
17,5,1,2,1,1,2,305,205,141,66,65.497116,Gm
18,5,1,2,1,1,3,453,201,75,74,83.696213,ail
19,5,1,2,1,1,4,1496,226,162,29,93.15554,REETHU
20,5,1,2,1,1,5,1675,225,85,30,93.051033,ROY
21,5,1,2,1,1,6,1773,225,563,39,92.413536,<reethuroy1990@gmail.com>
22,2,1,3,0,0,0,146,396,1001,103,-1.0,
23,3,1,3,1,0,0,146,396,1001,103,-1.0,
24,4,1,3,1,1,0,146,396,1001,53,-1.0,
25,5,1,3,1,1,1,146,396,125,42,93.015991,Your
26,5,1,3,1,1,2,288,396,237,53,92.11602,Saturday
27,5,1,3,1,1,3,545,397,219,52,92.548111,morning
28,5,1,3,1,1,4,784,397,87,51,92.133575,trip
29,5,1,3,1,1,5,889,397,109,41,92.407661,with
30,5,1,3,1,1,6,1021,397,126,41,92.407661,Uber
31,4,1,3,1,2,0,150,461,193,38,-1.0,
32,5,1,3,1,2,1,150,461,11,29,92.853142,1
33,5,1,3,1,2,2,182,468,161,31,92.183128,message
34,2,1,4,0,0,0,147,554,2188,85,-1.0,
35,3,1,4,1,0,0,147,554,2188,85,-1.0,
36,4,1,4,1,1,0,149,554,2186,39,-1.0,
37,5,1,4,1,1,1,149,555,90,29,92.19429,Uber
38,5,1,4,1,1,2,252,555,165,37,91.643143,Receipts
39,5,1,4,1,1,3,433,554,428,39,90.34655,<uber.india@uber.com>
40,5,1,4,1,1,4,1773,555,77,35,92.565849,"Thu,"
41,5,1,4,1,1,5,1868,555,69,30,91.566292,Nov
42,5,1,4,1,1,6,1950,555,52,35,96.625587,"29,"
43,5,1,4,1,1,7,2018,555,87,30,93.305191,2018
44,5,1,4,1,1,8,2120,556,32,29,92.301575,at
45,5,1,4,1,1,9,2168,555,95,30,93.304108,10:29
46,5,1,4,1,1,10,2279,555,56,29,93.15567,PM
47,4,1,4,1,2,0,147,600,550,39,-1.0,
48,5,1,4,1,2,1,147,601,50,30,91.790092,To:
49,5,1,4,1,2,2,214,600,483,39,91.183304,reethuroy1990@gmail.com
