,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,2479,3509,-1.0,
1,2,1,1,0,0,0,1032,142,414,43,-1.0,
2,3,1,1,1,0,0,1032,142,414,43,-1.0,
3,4,1,1,1,1,0,1032,142,414,43,-1.0,
4,5,1,1,1,1,1,1032,142,161,43,92.223183,Original
5,5,1,1,1,1,2,1208,143,75,33,91.986305,Tax
6,5,1,1,1,1,3,1298,143,148,33,92.224686,Invoice
7,2,1,2,0,0,0,336,265,138,55,-1.0,
8,3,1,2,1,0,0,232,250,242,88,-1.0,
9,4,1,2,1,1,0,336,265,138,55,-1.0,
10,5,1,2,1,1,1,336,265,138,55,58.701153,OLA
11,2,1,3,0,0,0,230,380,807,189,-1.0,
12,3,1,3,1,0,0,230,380,807,189,-1.0,
13,4,1,3,1,1,0,231,380,472,36,-1.0,
14,5,1,3,1,1,1,231,380,61,28,92.781456,ANI
15,5,1,3,1,1,2,305,380,241,36,91.93396,Technologies
16,5,1,3,1,1,3,560,380,63,29,87.79509,Pvt.
17,5,1,3,1,1,4,639,380,64,29,91.792938,Ltd.
18,4,1,3,1,2,0,231,431,806,36,-1.0,
19,5,1,3,1,2,1,231,431,310,36,85.374435,ANITechnologies
20,5,1,3,1,2,2,551,431,63,29,85.591423,Pvt.
21,5,1,3,1,2,3,625,431,74,35,91.442772,"Ltd.,"
22,5,1,3,1,2,4,714,427,116,45,90.237762,Infinity
23,5,1,3,1,2,5,853,431,82,28,92.244247,Think
24,5,1,3,1,2,6,954,427,83,45,91.026268,"Tank,"
25,4,1,3,1,3,0,230,483,807,35,-1.0,
26,5,1,3,1,3,1,230,483,144,35,90.766785,"Tower-1,"
27,5,1,3,1,3,2,390,483,61,29,93.300888,2nd
28,5,1,3,1,3,3,466,483,87,35,91.461327,"floor,"
29,5,1,3,1,3,4,570,483,130,35,91.461327,"Plot-A3,"
30,5,1,3,1,3,5,718,483,319,35,92.235107,"Block-GP,Sector-5,"
31,4,1,3,1,4,0,231,534,461,35,-1.0,
32,5,1,3,1,4,1,231,534,67,29,91.734375,Salt
33,5,1,3,1,4,2,312,534,228,35,91.866516,"Lake,Kolkata"
34,5,1,3,1,4,3,555,542,6,20,92.585892,:
35,5,1,3,1,4,4,574,535,118,28,96.619606,700091
36,2,1,4,0,0,0,232,623,501,144,-1.0,
37,3,1,4,1,0,0,232,623,501,144,-1.0,
38,4,1,4,1,1,0,232,623,501,29,-1.0,
39,5,1,4,1,1,1,232,623,126,29,92.085571,Invoice
40,5,1,4,1,1,2,372,623,33,28,92.614952,ID
41,5,1,4,1,1,3,420,623,313,29,91.608551,CIEYGVTPZ99610
