,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,2484,3513,-1.0,
1,2,1,1,0,0,0,143,184,2198,87,-1.0,
2,3,1,1,1,0,0,143,184,2198,87,-1.0,
3,4,1,1,1,1,0,143,184,2198,87,-1.0,
4,5,1,1,1,1,1,143,184,112,87,36.340256,M]
5,5,1,1,1,1,2,287,196,200,60,55.237915,Gmril
6,5,1,1,1,1,3,1522,211,199,35,91.763412,Subhadeep
7,5,1,1,1,1,4,1734,211,115,27,92.538246,Ghosh
8,5,1,1,1,1,5,1863,211,478,35,90.249435,<subha91281@gmail.com>
9,2,1,2,0,0,0,145,362,1153,101,-1.0,
10,3,1,2,1,0,0,145,362,1153,101,-1.0,
11,4,1,2,1,1,0,145,362,1153,47,-1.0,
12,5,1,2,1,1,1,145,362,249,46,92.421692,[Business]
13,5,1,2,1,1,2,410,362,111,37,92.034752,Your
14,5,1,2,1,1,3,536,362,211,47,92.057587,Saturday
15,5,1,2,1,1,4,765,362,194,46,91.472275,morning
16,5,1,2,1,1,5,977,362,78,46,93.129097,trip
17,5,1,2,1,1,6,1070,362,96,37,92.755836,with
18,5,1,2,1,1,7,1187,362,111,37,93.163734,Uber
19,4,1,2,1,2,0,146,428,178,35,-1.0,
20,5,1,2,1,2,1,146,428,10,27,92.912949,1
21,5,1,2,1,2,2,176,435,148,28,92.061127,message
22,2,1,3,0,0,0,145,507,1626,35,-1.0,
23,3,1,3,1,0,0,145,507,1626,35,-1.0,
24,4,1,3,1,1,0,145,507,1626,35,-1.0,
25,5,1,3,1,1,1,145,507,83,27,92.927963,Uber
26,5,1,3,1,1,2,241,507,151,35,92.483673,Receipts
27,5,1,3,1,1,3,407,507,395,35,91.390984,<uber.india@uber.com>
28,5,1,3,1,1,4,816,507,72,32,91.180145,"Sun,"
29,5,1,3,1,1,5,902,507,58,28,93.239426,Jun
30,5,1,3,1,1,6,974,507,27,32,95.938774,"9,"
31,5,1,3,1,1,7,1015,507,81,28,93.304214,2019
32,5,1,3,1,1,8,1110,508,29,27,93.285515,at
33,5,1,3,1,1,9,1152,507,69,28,93.303215,9:56
34,5,1,3,1,1,10,1231,507,54,27,92.754372,AM
35,5,1,3,1,1,11,1299,507,46,28,92.095749,To:
36,5,1,3,1,1,12,1360,507,411,35,91.219009,subha91281@gmail.com
37,2,1,4,0,0,0,489,768,1505,80,-1.0,
38,3,1,4,1,0,0,489,768,1505,80,-1.0,
39,4,1,4,1,1,0,489,768,1505,71,-1.0,
40,5,1,4,1,1,1,489,772,112,67,87.128197,Ub
41,5,1,4,1,1,2,1785,769,76,25,92.713081,Total:
42,5,1,4,1,1,3,1875,768,119,26,90.616005,₹566.26
43,4,1,4,1,2,0,605,789,1389,59,-1.0,
44,5,1,4,1,2,1,605,789,78,50,90.005814,er
45,5,1,4,1,2,2,1735,819,55,29,92.388588,"Sat,"
46,5,1,4,1,2,3,1803,819,51,25,93.124878,Jun
47,5,1,4,1,2,4,1867,819,42,29,96.584435,"08,"
48,5,1,4,1,2,5,1922,819,72,25,96.883591,2019
49,2,1,5,0,0,0,490,981,729,90,-1.0,
50,3,1,5,1,0,0,490,981,729,90,-1.0,
51,4,1,5,1,1,0,490,981,729,90,-1.0,
52,5,1,5,1,1,1,490,982,308,70,91.924507,Thanks
53,5,1,5,1,1,2,830,981,111,71,92.550034,for
54,5,1,5,1,1,3,973,982,246,89,92.22583,"riding,"
55,2,1,6,0,0,0,489,1101,1508,187,-1.0,
56,3,1,6,1,0,0,489,1101,1735,185,-1.0,
57,4,1,6,1,1,0,492,1101,482,89,-1.0,
58,5,1,6,1,1,1,492,1101,482,89,92.30011,Subhadeep
59,4,1,6,1,2,0,489,1157,1508,131,-1.0,
60,5,1,6,1,2,1,489,1234,80,41,93.004356,We
61,5,1,6,1,2,2,590,1234,120,51,93.004356,hope
62,5,1,6,1,2,3,729,1244,85,42,92.383392,you
63,5,1,6,1,2,4,836,1234,191,52,92.449852,enjoyed
64,5,1,6,1,2,5,1048,1244,108,42,91.590042,your
65,5,1,6,1,2,6,1175,1234,88,41,92.078743,ride
66,5,1,6,1,2,7,1632,1157,365,131,26.788834,"[~—,"
67,2,1,7,0,0,0,489,1268,1501,177,-1.0,
68,3,1,7,1,0,0,489,1268,1505,177,-1.0,
69,4,1,7,1,1,0,489,1268,1501,177,-1.0,
70,5,1,7,1,1,1,489,1318,84,41,91.547119,this
71,5,1,7,1,1,2,594,1318,211,52,90.651955,morning.
72,5,1,7,1,1,3,1595,1268,395,177,76.559891,——
73,2,1,8,0,0,0,491,1607,1504,127,-1.0,
74,3,1,8,1,0,0,491,1607,1504,127,-1.0,
75,4,1,8,1,1,0,491,1607,1504,127,-1.0,
76,5,1,8,1,1,1,491,1607,248,127,88.641487,Total
77,5,1,8,1,1,2,1552,1609,443,91,92.069138,₹566.26
78,2,1,9,0,0,0,580,1877,1326,35,-1.0,
79,3,1,9,1,0,0,580,1877,1326,35,-1.0,
80,4,1,9,1,1,0,580,1877,1326,35,-1.0,
81,5,1,9,1,1,1,580,1877,76,28,92.795944,Your
82,5,1,9,1,1,2,668,1877,114,35,92.679573,upfront
83,5,1,9,1,1,3,795,1877,78,35,91.64608,price
84,5,1,9,1,1,4,887,1877,57,28,92.320953,has
85,5,1,9,1,1,5,958,1877,79,28,92.22612,been
86,5,1,9,1,1,6,1051,1877,138,35,91.836487,adjusted
87,5,1,9,1,1,7,1203,1877,60,28,92.86396,due
88,5,1,9,1,1,8,1275,1878,30,27,92.331306,to
89,5,1,9,1,1,9,1319,1877,218,35,91.822456,unanticipated
90,5,1,9,1,1,10,1551,1877,64,28,92.865173,tolls
91,5,1,9,1,1,11,1629,1884,32,21,93.200409,or
92,5,1,9,1,1,12,1672,1877,183,35,91.951134,surcharges
93,5,1,9,1,1,13,1868,1884,38,21,93.199303,on
94,2,1,10,0,0,0,580,1939,887,35,-1.0,
95,3,1,10,1,0,0,580,1939,887,35,-1.0,
96,4,1,10,1,1,0,580,1939,887,35,-1.0,
97,5,1,10,1,1,1,580,1939,56,28,93.26178,this
98,5,1,10,1,1,2,649,1939,59,35,93.028175,trip.
99,5,1,10,1,1,3,724,1939,111,28,91.157768,Please
100,5,1,10,1,1,4,848,1946,58,21,92.486191,see
101,5,1,10,1,1,5,918,1939,50,28,92.782166,the
102,5,1,10,1,1,6,982,1939,110,35,92.782166,receipt
103,5,1,10,1,1,7,1105,1939,179,28,92.124092,breakdown
104,5,1,10,1,1,8,1297,1939,44,28,93.135941,for
105,5,1,10,1,1,9,1352,1939,115,28,92.457466,details.
106,2,1,11,0,0,0,486,1814,1517,220,-1.0,
107,3,1,11,1,0,0,486,1814,1517,220,-1.0,
108,4,1,11,1,1,0,486,1814,1517,220,-1.0,
109,5,1,11,1,1,1,486,1814,1517,220,95.0, 
110,2,1,12,0,0,0,489,2144,1506,831,-1.0,
111,3,1,12,1,0,0,489,2144,1506,831,-1.0,
112,4,1,12,1,1,0,489,2144,1504,43,-1.0,
113,5,1,12,1,1,1,489,2145,74,42,92.161179,Trip
114,5,1,12,1,1,2,582,2145,88,34,92.820877,Fare
115,5,1,12,1,1,3,1836,2144,157,35,89.932877,₹541.14
116,4,1,12,1,2,0,490,2397,1505,51,-1.0,
117,5,1,12,1,2,1,490,2397,163,51,92.206375,Subtotal
118,5,1,12,1,2,2,1829,2400,166,35,92.431976,₹541.14
119,4,1,12,1,3,0,489,2461,1505,84,-1.0,
120,5,1,12,1,3,1,489,2462,99,39,92.276901,"Tolls,"
121,5,1,12,1,3,2,607,2462,241,43,92.749161,"Surcharges,"
122,5,1,12,1,3,3,867,2462,71,34,92.114731,and
123,5,1,12,1,3,4,958,2462,96,34,92.310913,Fees
124,5,1,12,1,3,5,1072,2504,41,41,60.624451,©
125,5,1,12,1,3,6,1918,2461,76,35,91.2043,₹63
126,4,1,12,1,4,0,491,2564,1503,51,-1.0,
127,5,1,12,1,4,1,491,2564,227,51,90.815163,Promotions
128,5,1,12,1,4,2,1839,2568,155,35,92.841461,-₹37.88
129,4,1,12,1,5,0,491,2869,1503,35,-1.0,
130,5,1,12,1,5,1,491,2870,130,34,92.703438,Before
131,5,1,12,1,5,2,636,2870,117,34,91.414757,Taxes
132,5,1,12,1,5,3,1829,2869,165,35,91.828186,₹537.50
133,4,1,12,1,6,0,490,2931,1504,44,-1.0,
134,5,1,12,1,6,1,490,2932,124,34,91.955437,CGST
135,5,1,12,1,6,2,630,2931,130,44,96.749908,(2.5%)
