,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,2550,3300,-1.0,
1,2,1,1,0,0,0,111,67,1634,32,-1.0,
2,3,1,1,1,0,0,111,67,1634,32,-1.0,
3,4,1,1,1,1,0,111,67,1634,32,-1.0,
4,5,1,1,1,1,1,111,67,146,26,85.66021,712212019
5,5,1,1,1,1,2,1082,68,83,24,89.016762,Gmail
6,5,1,1,1,1,3,1177,82,10,3,92.309525,-
7,5,1,1,1,1,4,1197,68,68,25,92.734108,Your
8,5,1,1,1,1,5,1274,68,138,31,91.853745,Thursday
9,5,1,1,1,1,6,1423,68,114,31,92.941895,evening
10,5,1,1,1,1,7,1548,68,45,31,93.076721,trip
11,5,1,1,1,1,8,1603,68,58,24,92.694809,with
12,5,1,1,1,1,9,1674,68,71,25,92.911064,Uber
13,2,1,2,0,0,0,145,188,2262,100,-1.0,
14,3,1,2,1,0,0,145,188,2262,100,-1.0,
15,4,1,2,1,1,0,145,188,2262,100,-1.0,
16,5,1,2,1,1,1,145,188,130,100,87.358536,™i
17,5,1,2,1,1,2,305,205,222,66,47.016735,Gmuall
18,5,1,2,1,1,3,1472,226,123,38,91.824089,Aditya
19,5,1,2,1,1,4,1609,225,146,30,92.101418,Sharma
20,5,1,2,1,1,5,1770,225,637,39,91.285217,<adityasharma1904@gmail.com>
21,2,1,3,0,0,0,146,395,1000,53,-1.0,
22,3,1,3,1,0,0,146,395,1000,53,-1.0,
23,4,1,3,1,1,0,146,395,1000,53,-1.0,
24,5,1,3,1,1,1,146,395,125,42,92.572227,Your
25,5,1,3,1,1,2,286,396,251,52,92.191216,Thursday
26,5,1,3,1,1,3,556,396,207,52,92.007912,evening
27,5,1,3,1,1,4,783,396,88,51,92.149979,trip
28,5,1,3,1,1,5,889,396,109,41,91.779083,with
29,5,1,3,1,1,6,1021,396,125,41,91.522598,Uber
30,2,1,4,0,0,0,147,506,2254,86,-1.0,
31,3,1,4,1,0,0,147,506,2254,86,-1.0,
32,4,1,4,1,1,0,149,506,2252,39,-1.0,
33,5,1,4,1,1,1,149,507,90,29,92.833107,Uber
34,5,1,4,1,1,2,252,507,165,37,92.545235,Receipts
35,5,1,4,1,1,3,433,506,427,39,91.668243,<uber.india@uber.com>
36,5,1,4,1,1,4,2024,507,39,30,93.305763,18
37,5,1,4,1,1,5,2077,507,71,38,93.148003,July
38,5,1,4,1,1,6,2161,507,87,30,93.305534,2019
39,5,1,4,1,1,7,2263,508,32,29,92.518524,at
40,5,1,4,1,1,8,2308,507,93,30,96.916649,20:31
41,4,1,4,1,2,0,147,553,622,39,-1.0,
42,5,1,4,1,2,1,147,554,49,30,92.751587,To:
43,5,1,4,1,2,2,213,553,556,39,79.126678,adityasharma1904@gmail.com
44,2,1,5,0,0,0,439,797,1674,88,-1.0,
45,3,1,5,1,0,0,439,797,1674,88,-1.0,
46,4,1,5,1,1,0,439,797,1674,77,-1.0,
47,5,1,5,1,1,1,439,798,125,76,89.154037,Ub
48,5,1,5,1,1,2,1880,797,85,28,92.306641,Total:
49,5,1,5,1,1,3,1980,797,133,28,91.537109,₹204.69
50,4,1,5,1,2,0,568,817,1545,68,-1.0,
51,5,1,5,1,2,1,568,817,88,57,90.631531,er
52,5,1,5,1,2,2,1826,853,71,32,92.474632,"Thu,"
53,5,1,5,1,2,3,1911,853,45,28,91.897324,Jul
54,5,1,5,1,2,4,1972,853,46,32,96.632332,"18,"
55,5,1,5,1,2,5,2032,853,81,28,96.662781,2019
56,2,1,6,0,0,0,442,1041,1139,99,-1.0,
57,3,1,6,1,0,0,442,1041,1139,99,-1.0,
58,4,1,6,1,1,0,442,1041,1139,99,-1.0,
59,5,1,6,1,1,1,442,1042,342,77,91.393303,Thanks
60,5,1,6,1,1,2,819,1041,124,78,92.520264,for
61,5,1,6,1,1,3,978,1042,273,98,92.501053,"riding,"
62,5,1,6,1,1,4,1290,1042,291,98,92.340767,Aditya
63,2,1,7,0,0,0,441,1198,860,139,-1.0,
64,3,1,7,1,0,0,441,1198,860,139,-1.0,
65,4,1,7,1,1,0,441,1198,860,58,-1.0,
66,5,1,7,1,1,1,441,1198,88,46,92.825455,We
67,5,1,7,1,1,2,554,1198,132,58,92.825455,hope
68,5,1,7,1,1,3,707,1210,96,46,92.44352,you
69,5,1,7,1,1,4,826,1198,212,58,92.619659,enjoyed
70,5,1,7,1,1,5,1061,1210,122,46,92.431404,your
71,5,1,7,1,1,6,1203,1198,98,46,91.809639,ride
72,4,1,7,1,2,0,441,1279,344,58,-1.0,
73,5,1,7,1,2,1,441,1279,94,46,92.517494,this
74,5,1,7,1,2,2,556,1279,229,58,91.779541,evening.
75,2,1,8,0,0,0,1664,1157,405,78,-1.0,
76,3,1,8,1,0,0,1664,1157,405,78,-1.0,
77,4,1,8,1,1,0,1664,1157,405,78,-1.0,
78,5,1,8,1,1,1,1664,1157,405,78,0.0,L______\
79,2,1,9,0,0,0,1660,1142,459,330,-1.0,
80,3,1,9,1,0,0,1660,1142,459,330,-1.0,
81,4,1,9,1,1,0,1660,1142,459,330,-1.0,
82,5,1,9,1,1,1,1660,1142,459,330,95.0,   
83,2,1,10,0,0,0,443,1621,1665,142,-1.0,
84,3,1,10,1,0,0,443,1621,1665,142,-1.0,
85,4,1,10,1,1,0,443,1621,1665,142,-1.0,
86,5,1,10,1,1,1,443,1621,277,142,92.962631,Total
87,5,1,10,1,1,2,1623,1625,485,101,92.472198,₹204.69
88,2,1,11,0,0,0,440,1950,1673,1138,-1.0,
89,3,1,11,1,0,0,440,1950,1673,1138,-1.0,
90,4,1,11,1,1,0,441,1950,1672,46,-1.0,
91,5,1,11,1,1,1,441,1950,81,46,92.140076,Trip
92,5,1,11,1,1,2,542,1950,97,37,92.724503,Fare
93,5,1,11,1,1,3,1936,1950,177,37,91.228638,₹204.69
94,4,1,11,1,2,0,442,2230,1671,55,-1.0,
95,5,1,11,1,2,1,442,2230,178,55,91.71312,Subtotal
96,5,1,11,1,2,2,1936,2235,177,37,92.596771,₹204.69
97,4,1,11,1,3,0,443,2519,1670,37,-1.0,
98,5,1,11,1,3,1,443,2519,142,37,92.589157,Before
99,5,1,11,1,3,2,602,2519,127,37,91.82103,Taxes
100,5,1,11,1,3,3,1936,2519,177,37,91.371864,₹194.95
101,4,1,11,1,4,0,443,2637,1670,48,-1.0,
102,5,1,11,1,4,1,443,2638,135,37,92.977264,CGST
103,5,1,11,1,4,2,595,2637,143,48,95.719841,(2.5%)
104,5,1,11,1,4,3,1991,2638,122,37,92.242981,₹4.87
105,4,1,11,1,5,0,442,2756,1671,48,-1.0,
106,5,1,11,1,5,1,442,2756,317,38,90.792877,SGST/UTGST
