,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,3125,4421,-1.0,
1,2,1,1,0,0,0,1297,217,533,55,-1.0,
2,3,1,1,1,0,0,1297,217,533,55,-1.0,
3,4,1,1,1,1,0,1297,217,533,55,-1.0,
4,5,1,1,1,1,1,1297,217,205,55,92.402679,Original
5,5,1,1,1,1,2,1524,217,96,43,92.424385,Tax
6,5,1,1,1,1,3,1642,217,188,43,91.902092,Invoice
7,2,1,2,0,0,0,287,345,316,122,-1.0,
8,3,1,2,1,0,0,287,345,316,122,-1.0,
9,4,1,2,1,1,0,287,345,316,122,-1.0,
10,5,1,2,1,1,1,287,345,316,122,95.0, 
11,2,1,3,0,0,0,2094,388,736,38,-1.0,
12,3,1,3,1,0,0,2094,388,736,38,-1.0,
13,4,1,3,1,1,0,2094,388,736,38,-1.0,
14,5,1,3,1,1,1,2094,388,110,38,91.478767,State
15,5,1,3,1,1,2,2218,388,159,38,90.48941,GSTIN:
16,5,1,3,1,1,3,2396,388,434,38,80.381264,OSAAJCA1389G1ZJ
17,2,1,4,0,0,0,294,481,2535,83,-1.0,
18,3,1,4,1,0,0,294,481,2535,83,-1.0,
19,4,1,4,1,1,0,294,481,2535,83,-1.0,
20,5,1,4,1,1,1,294,517,80,36,92.279732,ANI
21,5,1,4,1,1,2,389,517,313,47,90.993858,Technologies
22,5,1,4,1,1,3,717,517,84,37,66.410278,Pvt.
23,5,1,4,1,1,4,819,517,83,37,92.584579,Ltd.
24,5,1,4,1,1,5,2413,481,96,38,92.910049,SAC
25,5,1,4,1,1,6,2525,481,125,38,92.912071,Code:
26,5,1,4,1,1,7,2670,483,159,36,96.124321,999799
27,2,1,5,0,0,0,294,574,2536,185,-1.0,
28,3,1,5,1,0,0,294,574,2536,185,-1.0,
29,4,1,5,1,1,0,295,574,2535,52,-1.0,
30,5,1,5,1,1,1,295,581,124,38,91.211914,Office
31,5,1,5,1,1,2,435,582,76,37,93.005257,unit
32,5,1,5,1,1,3,525,583,78,36,93.302788,405
33,5,1,5,1,1,4,618,602,13,5,93.246971,-
34,5,1,5,1,1,5,646,583,90,43,93.305801,"406,"
35,5,1,5,1,1,6,752,582,122,37,91.93721,fourth
36,5,1,5,1,1,7,889,582,105,43,91.682251,"floor,"
37,5,1,5,1,1,8,1011,582,197,37,92.550583,southend
38,5,1,5,1,1,9,1949,574,159,38,92.834846,Service
39,5,1,5,1,1,10,2121,575,80,37,91.618576,Tax
40,5,1,5,1,1,11,2215,574,207,48,91.371254,Category:
41,5,1,5,1,1,12,2442,575,193,37,92.582039,Business
42,5,1,5,1,1,13,2647,575,183,47,91.178879,Auxiliary
43,4,1,5,1,2,0,294,647,2536,49,-1.0,
44,5,1,5,1,2,1,294,647,142,47,92.829437,"squire,"
45,5,1,5,1,2,2,454,656,254,28,92.471642,mansarover
46,5,1,5,1,2,3,722,647,190,37,92.850189,industrial
47,5,1,5,1,2,4,929,656,105,34,92.482193,"area,"
48,5,1,5,1,2,5,1053,656,85,28,92.597145,new
49,5,1,5,1,2,6,2671,658,159,38,92.564156,Service
50,4,1,5,1,3,0,294,711,781,48,-1.0,
51,5,1,5,1,3,1,294,721,201,38,91.912941,sanganer
52,5,1,5,1,3,2,511,712,104,43,89.53096,"road,"
53,5,1,5,1,3,3,632,712,132,47,92.468697,Jaipur
54,5,1,5,1,3,4,778,711,122,38,92.468697,South
55,5,1,5,1,3,5,916,713,159,36,96.53714,302020
56,2,1,6,0,0,0,297,824,2537,40,-1.0,
57,3,1,6,1,0,0,297,824,2537,40,-1.0,
58,4,1,6,1,1,0,297,824,2537,40,-1.0,
59,5,1,6,1,1,1,297,825,149,37,91.799652,Invoice
60,5,1,6,1,1,2,463,825,43,36,91.059914,ID
61,5,1,6,1,1,3,525,824,419,40,92.302971,CIXIQHXTZ150009
62,5,1,6,1,1,4,2314,825,149,37,91.22789,Invoice
63,5,1,6,1,1,5,2479,825,98,37,92.960861,Date
64,5,1,6,1,1,6,2593,825,241,37,95.928192,31/07/2019
65,2,1,7,0,0,0,295,1009,2539,153,-1.0,
66,3,1,7,1,0,0,295,1009,2539,153,-1.0,
67,4,1,7,1,1,0,295,1009,2539,38,-1.0,
68,5,1,7,1,1,1,295,1009,205,38,88.352242,Customer
69,5,1,7,1,1,2,520,1010,123,37,84.734657,Name
70,5,1,7,1,1,3,664,1010,150,37,84.734657,Lokesh
71,5,1,7,1,1,4,828,1010,119,37,92.326164,Arora
72,5,1,7,1,1,5,2143,1010,139,37,91.831062,Mobile
73,5,1,7,1,1,6,2298,1010,170,37,89.559158,Number
74,5,1,7,1,1,7,2485,1011,349,36,90.855095,+917877788777
75,4,1,7,1,2,0,295,1114,1054,48,-1.0,
76,5,1,7,1,2,1,295,1114,146,48,91.209747,Supply
77,5,1,7,1,2,2,454,1115,176,37,90.555222,Address
78,5,1,7,1,2,3,649,1114,125,38,90.95842,Office
79,5,1,7,1,2,4,790,1115,75,37,92.738701,unit
80,5,1,7,1,2,5,880,1116,78,36,93.289185,405
81,5,1,7,1,2,6,973,1135,12,5,92.369858,-
82,5,1,7,1,2,7,1001,1116,89,42,93.304779,"406,"
83,5,1,7,1,2,8,1107,1115,122,37,92.873215,fourth
