,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,3125,4417,-1.0,
1,2,1,1,0,0,0,83,79,2906,101,-1.0,
2,3,1,1,1,0,0,83,79,2906,101,-1.0,
3,4,1,1,1,1,0,83,79,2906,101,-1.0,
4,5,1,1,1,1,1,83,86,134,62,91.65126,Tax
5,5,1,1,1,1,2,245,86,265,62,90.622055,Invoice
6,5,1,1,1,1,3,2783,79,206,101,0.0,Bat
7,2,1,2,0,0,0,181,2639,2771,11,-1.0,
8,3,1,2,1,0,0,181,2639,2771,11,-1.0,
9,4,1,2,1,1,0,181,2639,2771,11,-1.0,
10,5,1,2,1,1,1,181,2639,2771,11,95.0, 
11,2,1,3,0,0,0,86,141,2967,3183,-1.0,
12,3,1,3,1,0,0,86,141,2967,3183,-1.0,
13,4,1,3,1,1,0,2768,141,285,73,-1.0,
14,5,1,3,1,1,1,2768,141,285,73,4.438026,rapitic
15,4,1,3,1,2,0,86,159,2941,101,-1.0,
16,5,1,3,1,2,1,86,212,685,48,92.248482,RD16575083947098035
17,5,1,3,1,2,2,2815,217,17,4,0.0,j
18,5,1,3,1,2,3,2852,159,55,79,71.982216,p
19,5,1,3,1,2,4,3017,216,10,5,5.053261,j
20,4,1,3,1,3,0,166,451,1549,69,-1.0,
21,5,1,3,1,3,1,166,452,248,68,92.256531,Roppen
22,5,1,3,1,3,2,439,452,469,68,92.261963,Transportation
23,5,1,3,1,3,3,935,451,276,55,91.752861,Services
24,5,1,3,1,3,4,1239,452,221,54,92.298294,Private
25,5,1,3,1,3,5,1488,452,227,54,92.492889,Limited
26,4,1,3,1,4,0,167,547,1386,61,-1.0,
27,5,1,3,1,4,1,167,547,92,56,93.299301,"1st,"
28,5,1,3,1,4,2,287,548,75,47,90.575935,No
29,5,1,3,1,4,3,389,547,120,48,87.246483,179-
30,5,1,3,1,4,4,534,548,53,55,91.451355,"D,"
31,5,1,3,1,4,5,616,548,195,47,91.451355,Khasra
32,5,1,3,1,4,6,837,560,65,35,92.231529,no
33,5,1,3,1,4,7,926,548,66,47,93.305771,78
34,5,1,3,1,4,8,1017,548,153,46,91.522911,Khirki
35,5,1,3,1,4,9,1193,548,209,60,91.053215,"Village,"
36,5,1,3,1,4,10,1430,548,123,47,91.497498,New
37,4,1,3,1,5,0,165,633,951,54,-1.0,
38,5,1,3,1,5,1,165,633,157,54,93.047783,"Delhi,"
39,5,1,3,1,5,2,346,633,166,46,92.939484,South
40,5,1,3,1,5,3,537,633,157,54,92.291321,"Delhi,"
41,5,1,3,1,5,4,720,633,157,54,92.527885,"Delhi,"
42,5,1,3,1,5,5,905,633,211,46,96.086143,110017
43,4,1,3,1,6,0,160,755,530,70,-1.0,
44,5,1,3,1,6,1,160,756,171,54,92.445992,Vivek
45,5,1,3,1,6,2,353,755,337,70,91.593796,Chaudhary
46,4,1,3,1,7,0,165,847,1316,60,-1.0,
47,5,1,3,1,7,1,165,847,93,55,93.306091,"170,"
48,5,1,3,1,7,2,280,847,302,55,91.297455,"Talimabad,"
49,5,1,3,1,7,3,605,847,227,60,92.603455,Sangam
50,5,1,3,1,7,4,851,847,156,55,92.376221,"Vihar,"
51,5,1,3,1,7,5,1033,847,121,47,91.963303,New
52,5,1,3,1,7,6,1174,847,149,55,91.603622,"Delhi,"
53,5,1,3,1,7,7,1348,847,133,47,92.80162,Delhi
54,4,1,3,1,8,0,167,935,373,56,-1.0,
55,5,1,3,1,8,1,167,935,217,56,93.306068,"110062,"
56,5,1,3,1,8,2,411,936,129,47,91.102318,India
57,4,1,3,1,9,0,165,1103,2807,48,-1.0,
58,5,1,3,1,9,1,165,1104,157,47,92.049736,Invoic
59,5,1,3,1,9,2,340,1116,31,35,92.182365,e
60,5,1,3,1,9,3,394,1104,87,47,92.957031,No.
61,5,1,3,1,9,4,2400,1103,572,48,46.58947,2223DLO010087314
62,4,1,3,1,10,0,165,1229,2796,56,-1.0,
63,5,1,3,1,10,1,165,1230,161,47,90.930984,Invoic
64,5,1,3,1,10,2,345,1242,31,35,92.649498,e
65,5,1,3,1,10,3,400,1230,127,47,91.405525,Date
66,5,1,3,1,10,4,2304,1230,77,47,91.068718,Jul
67,5,1,3,1,10,5,2411,1229,114,48,96.024307,11th
68,5,1,3,1,10,6,2549,1230,155,55,95.90081,"2022,"
69,5,1,3,1,10,7,2729,1229,112,48,93.303024,9:01
70,5,1,3,1,10,8,2870,1230,91,46,92.447754,AM
71,4,1,3,1,11,0,161,1354,2807,63,-1.0,
72,5,1,3,1,11,1,161,1357,105,47,92.005493,Tax
73,5,1,3,1,11,2,286,1357,253,60,92.732635,Category
74,5,1,3,1,11,3,2090,1355,159,47,93.105835,Other
75,5,1,3,1,11,4,2272,1355,239,47,92.603386,services
76,5,1,3,1,11,5,2545,1367,148,35,92.407242,n.e.c.
77,5,1,3,1,11,6,2722,1354,246,61,96.590141,(999799)
78,4,1,3,1,12,0,165,1483,2803,60,-1.0,
79,5,1,3,1,12,1,165,1483,152,47,92.22493,Place
80,5,1,3,1,12,2,338,1483,53,47,92.22493,of
81,5,1,3,1,12,3,409,1483,191,60,92.110542,Supply
82,5,1,3,1,12,4,2832,1483,136,47,92.192406,Delhi
83,4,1,3,1,13,0,163,1607,2805,48,-1.0,
84,5,1,3,1,13,1,163,1609,136,46,92.11821,GST
85,5,1,3,1,13,2,2449,1607,519,48,55.362617,07AAHCR1710J12ZI
86,4,1,3,1,14,0,165,1988,359,54,-1.0,
87,5,1,3,1,14,1,165,1988,98,53,92.586639,Bill
88,5,1,3,1,14,2,296,1988,228,54,92.099136,Details
89,4,1,3,1,15,0,165,2153,2801,60,-1.0,
90,5,1,3,1,15,1,165,2154,221,59,91.917679,Booking
91,5,1,3,1,15,2,412,2154,102,47,92.867035,Fee
92,5,1,3,1,15,3,2797,2154,30,46,54.982925,₹
93,5,1,3,1,15,4,2852,2153,114,48,54.982925,1.00
94,4,1,3,1,16,0,163,2279,2805,59,-1.0,
95,5,1,3,1,16,1,163,2279,313,47,91.992783,Convenienc
96,5,1,3,1,16,2,494,2291,30,35,91.869148,e
97,5,1,3,1,16,3,545,2279,221,59,91.994949,Charges
98,5,1,3,1,16,4,2760,2280,30,46,93.24469,₹
99,5,1,3,1,16,5,2816,2279,152,48,96.690948,15.26
100,4,1,3,1,17,0,165,2406,2804,59,-1.0,
101,5,1,3,1,17,1,165,2406,195,59,92.442192,Rapido
102,5,1,3,1,17,2,382,2406,157,47,91.420464,Coins
103,5,1,3,1,17,3,563,2406,242,47,92.291344,Discount
104,5,1,3,1,17,4,2770,2406,59,46,92.11853,-₹
105,5,1,3,1,17,5,2850,2406,119,47,96.940147,7.63
106,4,1,3,1,18,0,165,2528,2804,67,-1.0,
107,5,1,3,1,18,1,165,2528,242,67,92.576775,Discount
108,5,1,3,1,18,2,2770,2532,59,46,92.11853,-₹
109,5,1,3,1,18,3,2850,2532,119,47,96.940147,7.63
110,4,1,3,1,19,0,163,2709,2805,48,-1.0,
111,5,1,3,1,19,1,163,2709,112,47,91.509605,Sub
112,5,1,3,1,19,2,295,2709,144,47,91.991219,Total
113,5,1,3,1,19,3,2789,2710,33,46,93.18203,₹
114,5,1,3,1,19,4,2847,2710,121,47,96.673843,1.00
115,4,1,3,1,20,0,163,2836,2803,58,-1.0,
116,5,1,3,1,20,1,163,2836,157,46,91.927094,CGST
117,5,1,3,1,20,2,338,2836,115,58,96.581177,(9%)
118,5,1,3,1,20,3,2797,2837,30,46,93.09436,₹
119,5,1,3,1,20,4,2848,2837,118,47,96.114044,0.09
120,4,1,3,1,21,0,162,2966,2804,58,-1.0,
121,5,1,3,1,21,1,162,2966,155,46,90.934929,SGST
122,5,1,3,1,21,2,335,2966,114,58,96.849533,(9%)
123,5,1,3,1,21,3,2797,2966,30,46,93.252785,₹
124,5,1,3,1,21,4,2848,2967,118,47,96.418533,0.09
125,4,1,3,1,22,0,165,3087,2801,61,-1.0,
126,5,1,3,1,22,1,165,3088,133,47,86.516724,IGST
127,5,1,3,1,22,2,316,3087,118,61,95.936592,(0%)
